source_file,source_layer,include,tier,priority_order,selection_reason
planning_local_plan_data_04.gpkg,Urban_Open_Space,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_05.gpkg,Adopted_Waste_Management_Sites,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_05.gpkg,Air_Quality_Management_Area,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_05.gpkg,Archaelogical_Areas_and_Sites,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_05.gpkg,Article_4_Directions,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_05.gpkg,Article_Four__HMO,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_05.gpkg,Brent_s_Air_Quality_Focus_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_05.gpkg,Capital_Ring_Walk,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_05.gpkg,Conservation_Area,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_05.gpkg,Creative_Clusters,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_05.gpkg,Distributor_Roads,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_05.gpkg,Floodzone_3A_Fluvial_and_Tidal,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_05.gpkg,Floodzone_3A_Surface_Water,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_05.gpkg,Floodzone_3B_Fluvial_and_Tidal,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_05.gpkg,GLA_Air_Quality_Focus_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_05.gpkg,Green_Chains,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_05.gpkg,Intensification_Corridors,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_05.gpkg,Listed_Land,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_05.gpkg,Local_Green_Space,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_05.gpkg,Local_Nature_Reserves,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_05.gpkg,Locally_Significant_Industrial_Sites,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_05.gpkg,Metropolitan_Open_Land,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_05.gpkg,Notifiable_Pipeline,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_05.gpkg,OPDC_Boundary,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_05.gpkg,Open_Spaces,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_05.gpkg,Potential_Site_Allocations,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_05.gpkg,Primary_Shopping_Frontage,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_05.gpkg,Protected_Views,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_05.gpkg,Safeguarded_Existing_Waste_Sites,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_05.gpkg,Secondary_Shopping_Frontage,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_05.gpkg,Sinc_Grades_1_and_2,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_05.gpkg,Sites_of_Special_Scientific_Interest,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_05.gpkg,Strategic_Industrial_Land,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_05.gpkg,TPO_Polygon,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_05.gpkg,Tall_Building_Zones,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_05.gpkg,TfL_Road_Network,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_05.gpkg,Waterside_Development,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_05.gpkg,Wildlife_Corridors,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,Ancient_Monuments,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,Archaelogical_Priority_Areas,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_06.gpkg,Area_of_Special_Advert_Control,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_06.gpkg,Areas_of_Deficiency_In_Access_to_Nature,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_06.gpkg,Areas_of_Special_Residential_Character,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_06.gpkg,BHA_Noise_Contours,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_06.gpkg,BHA_Public_Safety_Zones,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_06.gpkg,BHA_Safeguarding_Map,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,BHA_Safeguarding_Map_Birds,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,BHA_Technical_Site_100M,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_06.gpkg,Biggin_Hill_Airport_East_Camp,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,Biggin_Hill_Airport_Land_East_of_South_Camp,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,Biggin_Hill_Airport_South_Camp,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,Biggin_Hill_Airport_Terminal_Area,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,Biggin_Hill_Airport_West_Camp,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,Business_Improvement_Areas,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_06.gpkg,Conservation_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,Crystal_Palace_SOLDC,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_06.gpkg,Cycle_Routes,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_06.gpkg,Education_Site_Allocations,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,Geology_Rigs___Ligs,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,Green_Belt,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,Green_Chain,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,Highway_Proposals,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_06.gpkg,Historic_Parks___Gardens,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_06.gpkg,Kent_AONB,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_06.gpkg,Landmarks,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_06.gpkg,Listed_Buildings,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_06.gpkg,Local_Distributor_Roads,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_06.gpkg,Local_Green_Space,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_06.gpkg,Local_Nature_Reserves,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,Local_Open_Space_Deficiency,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,Local_Retail_Frontage,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_06.gpkg,Locally_Listed_Buildings,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,Locally_Significant_Industrial_Sites,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,London_City_Airport_Safeguarding_Map,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,London_City_Airport_Safeguarding_Map_Birds,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,London_Distributor_Roads,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_06.gpkg,Major_Skyline_Ridges,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_06.gpkg,Metropolitan_Open_Land,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,Primary_Retail_Frontage,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_06.gpkg,Recreational_Walking_Routes,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_06.gpkg,SINCS,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,SSSIs,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,Secondary_Retail_Frontage,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_06.gpkg,Site_Allocations,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,Statutory_Listed_Buildings,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,Strategic_Industrial_Location,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,Strategic_Routes,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_06.gpkg,Traveller_Sites,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,Urban_Open_Space,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_06.gpkg,Views_of_Local_Importance,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_06.gpkg,Waste_Sites,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_07.gpkg,Ancient_Monuments,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_07.gpkg,Archaeological_Priority_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_07.gpkg,Conservation_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_07.gpkg,Crossrail_2_Safeguarding_Area,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_07.gpkg,Euston_Area_Plan,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_07.gpkg,HS2_Phase_1_Safeguarding,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_07.gpkg,Local_Green_Space,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_07.gpkg,Local_Plan_Aggregate_Safeguarding,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_07.gpkg,Local_Plan_Canal,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_07.gpkg,Local_Plan_Central_London_Area,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_07.gpkg,Local_Plan_Centres,True,tier1,1,Include: official Camden/GLA Local Plan service identifies 'Local Plan Centres' as a polygon centre layer.
planning_local_plan_data_07.gpkg,Local_Plan_Frontages,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_07.gpkg,Local_Plan_Habitat_Corridor,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_07.gpkg,Local_Plan_Industry_Area,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_07.gpkg,Local_Plan_Open_Space,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_07.gpkg,Local_Plan_Open_Space_SINC,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_07.gpkg,Local_Plan_Open_Space_SSSI,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_07.gpkg,Metropolitan_Walk,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_07.gpkg,Neighbourhood_Plan_Adopted,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_07.gpkg,Protected_Vistas_LVMF_2010,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_07.gpkg,Site_Allocations__Adopted_,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_07.gpkg,Waste_Safeguarding,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_08.gpkg,Archaelogical_Priority_Areas,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_08.gpkg,Areas_of_Focussed_Intensification,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_08.gpkg,Conservation_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_08.gpkg,Flood_Zone_2,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_08.gpkg,Flood_Zone_3,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_08.gpkg,Integrated_Industrial_Locations,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_08.gpkg,Landmarks,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_08.gpkg,Local_Designated_Views,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_08.gpkg,Local_Heritage_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_08.gpkg,Locally_Listed_Historic_Parks_and_Gardens,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_08.gpkg,Main_Retail_Frontage,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_08.gpkg,Metropolitan_Green_Belt,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_08.gpkg,Metropolitan_Open_Land,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_08.gpkg,Neighbourhood_Centres,False,,99,"Exclude despite centre-related semantics: source geometry is point/line rather than polygon, so it cannot define the areal centre boundary required for Article 4 overlap."
planning_local_plan_data_08.gpkg,Office_Retention_Area,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_08.gpkg,Opportunity_Area,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_08.gpkg,Other_Undesignated_Open_Space_Protected_by_London_Plan_Policy_7_18,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_08.gpkg,Panoramic_Views,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_08.gpkg,Proposal_Sites,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_08.gpkg,Regionally_Important_Geological_And_Geomorphological_Sites,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_08.gpkg,Registered_Historic_Parks_And_Gardens,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_08.gpkg,Restaurant_Quarter_Parade,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_08.gpkg,Roads_where_Planning_Permission_is_Required_for_a_Dropped_Kerb,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_08.gpkg,Secondary_Retail_Frontage,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_08.gpkg,Separated_Industrial_Locations,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_08.gpkg,Shopping_Parades,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_08.gpkg,Sites_of_Importance_to_Nature_Conservation,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_08.gpkg,Sites_of_Special_Scientific_Interest,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_08.gpkg,Strategic_Industrial_Locations,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_08.gpkg,Strategic_Road_Network,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_09.gpkg,Acton_Green_Corridor,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_09.gpkg,Archaelogical_Interest_Areas,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_09.gpkg,Blue_Ribbon,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_09.gpkg,Buildings_of_Façade_or_Group_Value,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_09.gpkg,CENP_Local_Green_Space,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_09.gpkg,CENP_Local_Landmarks,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_09.gpkg,CENP_Site_Specific,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_09.gpkg,Community_Open_Space,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_09.gpkg,Development_Sites,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_09.gpkg,Green_Corridor,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_09.gpkg,Heritage_Land,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_09.gpkg,Landmarks,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_09.gpkg,Local_Heritage_Assets,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_09.gpkg,Locally_Significant_Industrial_Sites,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_09.gpkg,Metropolitan_Green_Belt,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_09.gpkg,Metropolitan_Open_Land,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_09.gpkg,Mineral_Aggregate_Distribution_Site,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_09.gpkg,Neighbourhood_Forum,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_09.gpkg,OPDC_Boundary,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_09.gpkg,Opportunity_Area,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_09.gpkg,Primary_Shopping_Frontage,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_09.gpkg,Proposed_Public_Open_Space,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_09.gpkg,Public_Open_Space,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_09.gpkg,Regionally_Important_Geological_Sites,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_09.gpkg,School_Sites,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_09.gpkg,Secondary_Shopping_Frontage,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_09.gpkg,Sites_of_Importance_to_Nature_Conservation,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_09.gpkg,Strategic_Industrial_Land,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_09.gpkg,WECNP_Site_Specific,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_09.gpkg,Waste_Sites,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_10.gpkg,Areas_of_Special_Character,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_10.gpkg,Conservation_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_10.gpkg,Crossrail_2_Safeguarding,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_10.gpkg,Future_SIL_Extensions,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_10.gpkg,Green_Belt,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_10.gpkg,Green_Belt_Employment_Sites,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_10.gpkg,Green_Links,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_10.gpkg,Green_Loop,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_10.gpkg,Green_Nodes,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_10.gpkg,Indicative_Location_for_Housing_GB,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_10.gpkg,Lea_Valley_Regional_Park,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_10.gpkg,Local_Open_Space,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_10.gpkg,Locally_Significant_Industrial_Sites,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_10.gpkg,London_National_Park_City,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_10.gpkg,Medium_Growth_Burial,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_10.gpkg,Medium_Growth_Housing,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_10.gpkg,Medium_Growth_Industrial,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_10.gpkg,Medium_Growth_Mixed_Use,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_10.gpkg,Medium_Growth_Nature_Recovery,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_10.gpkg,Medium_Growth_Sporting_Leisure,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_10.gpkg,Metropolitan_Open_Land,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_10.gpkg,Place_Making_Area_Green_Belt,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_10.gpkg,Place_Making_Area_Urban_Area,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_10.gpkg,Primary_Shopping_Frontage,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_10.gpkg,SAC_Buffers_3_6k_zoi,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_10.gpkg,Site_of_Borough_Importance_for_Nature_Conservation,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_10.gpkg,Site_of_Local_Importance_for_Nature_Conservation,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_10.gpkg,Site_of_Metropolitan_Importance_for_Nature_Conservation,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_10.gpkg,Sites_of_Special_Scientific_Interest,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_10.gpkg,Strategic_Industrial_Location,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_10.gpkg,Wildlife_Corridor,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_11.gpkg,Aggregates_Zone,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_11.gpkg,Areas_of_Special_Character,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_11.gpkg,Capital_Ring,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_11.gpkg,Community_Open_Space,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_11.gpkg,Conservation_Areas,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_11.gpkg,Established_Riverside_Walk,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_11.gpkg,Flood_Risk_Area,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_11.gpkg,Green_Belt,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_11.gpkg,Green_Chain,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
planning_local_plan_data_11.gpkg,Green_Chain_Walk,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_11.gpkg,Historic_Landscape,False,,99,No apparent centre-boundary signal in the layer name.
planning_local_plan_data_11.gpkg,Junction_Improvements,False,,99,Exclude: non-polygon geometry cannot define the areal centre boundary required for spatial overlap/exposure.
planning_local_plan_data_11.gpkg,Local_Centre_Frontage,False,,99,"Exclude despite centre-related semantics: source geometry is point/line rather than polygon, so it cannot define the areal centre boundary required for Article 4 overlap."
planning_local_plan_data_11.gpkg,Local_Nature_Reserves,False,,99,Layer name indicates another policy/designation or a frontage rather than the centre boundary.
