es_id,final_decision,manual_note,review_batch,evidence_basis,evidence_source_url
Southwark-22_AP_4175,INCLUDE,"All four rules are satisfied: a substantive application identifies existing commercial/service floorspace being changed to ordinary C3 residential use. Extensions/new-build elements, where present, are additional to rather than a substitute for the qualifying conversion.",delta_420,Description-led validation + application identity/source metadata.,
Barking_&_Dagenham-21_01776_FULL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,https://online-befirst.lbbd.gov.uk/planning/index.html?fa=getApplication&id=29706
Barking_&_Dagenham-21_01908_FULL,EXCLUDE,"Commercial and C3 uses may both appear in the scheme, but the description does not contain a qualifying retained existing commercial→C3 conversion; the residential component is new/reprovided/reconfigured rather than converted commercial floorspace.",delta_420,Description-led validation + application identity/source metadata.,https://online-befirst.lbbd.gov.uk/planning/index.html?fa=getApplication&id=28966
Barnet-21_4381_FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Barnet-21_5186_FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Barnet-21_6029_FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Barnet-22_1576_NAC,EXCLUDE,"Application identity/metadata shows a consultation, companion or other non-substantive/follow-up record rather than an independent substantive application.",delta_420,Application identity/number/description + source metadata.,
Barnet-22_4526_FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Barnet-22_5168_FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Barnet-22_5733_FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Barnet-23_1802_FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Barnet-23_3964_FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Barnet-23_4556_FUL,EXCLUDE,"Commercial and C3 uses may both appear in the scheme, but the description does not contain a qualifying retained existing commercial→C3 conversion; the residential component is new/reprovided/reconfigured rather than converted commercial floorspace.",delta_420,Description-led validation + application identity/source metadata.,
Barnet-23_5219_FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Bexley-23_02922_FULM,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Bexley-23_03120_FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Bexley-23_03120_FULM,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Bexley-23_03296_FULM,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Brent-22_0784,EXCLUDE,"Commercial and C3 uses may both appear in the scheme, but the description does not contain a qualifying retained existing commercial→C3 conversion; the residential component is new/reprovided/reconfigured rather than converted commercial floorspace.",delta_420,Description-led validation + application identity/source metadata.,https://pa.brent.gov.uk/online-applications/applicationDetails.do?keyVal=DCAPR_159229&activeTab=summary
Brent-22_1145,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,https://pa.brent.gov.uk/online-applications/applicationDetails.do?keyVal=DCAPR_159622&activeTab=summary
Brent-23_0580,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,https://pa.brent.gov.uk/online-applications/applicationDetails.do?keyVal=DCAPR_163808&activeTab=summary
Brent-23_3272,EXCLUDE,Reserved-matters follow-up to an outline permission; excluded under Rule 1.,delta_420,Application identity/number/description + source metadata.,https://pa.brent.gov.uk/online-applications/applicationDetails.do?keyVal=DCAPR_166569&activeTab=summary
Brent-23_3364,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,https://pa.brent.gov.uk/online-applications/applicationDetails.do?keyVal=DCAPR_166665&activeTab=summary
Bromley-21_05420_FULL1,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Bromley-22_00033_FULL1,EXCLUDE,"Commercial and C3 uses may both appear in the scheme, but the description does not contain a qualifying retained existing commercial→C3 conversion; the residential component is new/reprovided/reconfigured rather than converted commercial floorspace.",delta_420,Description-led validation + application identity/source metadata.,
Bromley-22_00126_FULL1,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Bromley-22_01912_FULL1,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Bromley-23_00730_ADJ,EXCLUDE,"Application identity/metadata shows a consultation, companion or other non-substantive/follow-up record rather than an independent substantive application.",delta_420,Application identity/number/description + source metadata.,
Bromley-23_00774_FULL1,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Bromley-23_02633_FULL1,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Bromley-23_04766_ADJ,EXCLUDE,"Application identity/metadata shows a consultation, companion or other non-substantive/follow-up record rather than an independent substantive application.",delta_420,Application identity/number/description + source metadata.,
Camden-2022_4259_P,UNRESOLVED,Current CSV evidence does not independently prove that the floors becoming C3 had an existing qualifying commercial use.,delta_420,Description-led validation + application identity/source metadata.,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/4259/P
Camden-2022_5066_P,EXCLUDE,The C3 unit is created by the rear/upper extension while the existing commercial use is retained; no existing commercial floorspace is converted to C3.,delta_420,Description-led validation + application identity/source metadata.,https://planningrecords.camden.gov.uk/Northgate/PlanningExplorer/DisplayAppDetails.aspx?AppNo=2022/5066/P
Camden-2023_2199_P,INCLUDE,Researcher re-check retained INCLUDE: available evidence supports existing commercial/office floorspace being converted to C3.,delta_420,Description-led validation + application identity/source metadata.,
City_of_London-21_00313_FULMAJ,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
City_of_London-22_00215_FULL,EXCLUDE,"The existing office floors are upgraded/retained; the C3 dwelling is created in newly added roof-storey floorspace, so Rule 4 fails.",delta_420,Description-led validation + application identity/source metadata.,
City_of_London-23_00165_OBS,EXCLUDE,"Application identity/metadata shows a consultation, companion or other non-substantive/follow-up record rather than an independent substantive application.",delta_420,Application identity/number/description + source metadata.,
Croydon-21_04463_FUL,EXCLUDE,"Commercial and C3 uses may both appear in the scheme, but the description does not contain a qualifying retained existing commercial→C3 conversion; the residential component is new/reprovided/reconfigured rather than converted commercial floorspace.",delta_420,Description-led validation + application identity/source metadata.,
Croydon-22_00101_AUT,EXCLUDE,"Application identity/metadata shows a consultation, companion or other non-substantive/follow-up record rather than an independent substantive application.",delta_420,Application identity/number/description + source metadata.,
Croydon-22_01713_FUL,EXCLUDE,"Commercial and C3 uses may both appear in the scheme, but the description does not contain a qualifying retained existing commercial→C3 conversion; the residential component is new/reprovided/reconfigured rather than converted commercial floorspace.",delta_420,Description-led validation + application identity/source metadata.,
Croydon-22_03566_FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Croydon-22_04209_AUT,EXCLUDE,"Application identity/metadata shows a consultation, companion or other non-substantive/follow-up record rather than an independent substantive application.",delta_420,Application identity/number/description + source metadata.,
Croydon-23_00087_FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Croydon-23_00491_AUT,EXCLUDE,"Application identity/metadata shows a consultation, companion or other non-substantive/follow-up record rather than an independent substantive application.",delta_420,Application identity/number/description + source metadata.,
Croydon-23_01287_FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Croydon-23_02049_ENV,EXCLUDE,EIA screening/scoping opinion only; not the substantive planning application.,delta_420,Application identity/number/description + source metadata.,
Croydon-23_02689_FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Croydon-23_03387_FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Croydon-23_04520_FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Croydon-23_04529_AUT,EXCLUDE,"Application identity/metadata shows a consultation, companion or other non-substantive/follow-up record rather than an independent substantive application.",delta_420,Application identity/number/description + source metadata.,
Ealing-215125FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,https://pam.ealing.gov.uk/online-applications/PLAN/215125FUL;
Ealing-217079FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,https://pam.ealing.gov.uk/online-applications/PLAN/217079FUL;
Ealing-220151CONS,EXCLUDE,"Application identity/metadata shows a consultation, companion or other non-substantive/follow-up record rather than an independent substantive application.",delta_420,Application identity/number/description + source metadata.,https://pam.ealing.gov.uk/online-applications/PLAN/220151CONS;
Ealing-221597CONS,EXCLUDE,"Neighbour/other-authority consultation, notification or formal-observations record; not the determining authority's substantive application.",delta_420,Application identity/number/description + source metadata.,https://pam.ealing.gov.uk/online-applications/PLAN/221597CONS;
Ealing-221600CONS,EXCLUDE,"Neighbour/other-authority consultation, notification or formal-observations record; not the determining authority's substantive application.",delta_420,Application identity/number/description + source metadata.,https://pam.ealing.gov.uk/online-applications/PLAN/221600CONS;
Ealing-221602CONS,EXCLUDE,"Neighbour/other-authority consultation, notification or formal-observations record; not the determining authority's substantive application.",delta_420,Application identity/number/description + source metadata.,https://pam.ealing.gov.uk/online-applications/PLAN/221602CONS;
Ealing-222810CONS,EXCLUDE,"Neighbour/other-authority consultation, notification or formal-observations record; not the determining authority's substantive application.",delta_420,Application identity/number/description + source metadata.,https://pam.ealing.gov.uk/online-applications/PLAN/222810CONS;
Ealing-224272FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Ealing-224322FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,https://pam.ealing.gov.uk/online-applications/PLAN/224322FUL;
Ealing-225382FUL,EXCLUDE,The commercial unit remains commercial and the residential works concern existing/extended residential accommodation; no commercial→C3 conversion is identified.,delta_420,Description-led validation + application identity/source metadata.,https://pam.ealing.gov.uk/online-applications/PLAN/225382FUL;
Ealing-230509FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,https://pam.ealing.gov.uk/online-applications/PLAN/230509FUL;
Ealing-230882FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,https://pam.ealing.gov.uk/online-applications/PLAN/230882FUL;
Ealing-231144OPDCOB,EXCLUDE,"Application identity/metadata shows a consultation, companion or other non-substantive/follow-up record rather than an independent substantive application.",delta_420,Application identity/number/description + source metadata.,https://pam.ealing.gov.uk/online-applications/PLAN/231144OPDCOB;
Ealing-231261SCO,EXCLUDE,EIA screening/scoping opinion only; not the substantive planning application.,delta_420,Application identity/number/description + source metadata.,https://pam.ealing.gov.uk/online-applications/PLAN/231261SCO;
Ealing-231833FUL,EXCLUDE,The C3 component is created through extension/additional/new floorspace or residential reconfiguration; the description does not establish existing commercial floorspace being converted to C3.,delta_420,Description-led validation + application identity/source metadata.,
Ealing-231948FUL,EXCLUDE,The commercial use is retained while the residential component is reconfigured/extended; no existing commercial floorspace becomes C3.,delta_420,Description-led validation + application identity/source metadata.,
Ealing-232917FUL,EXCLUDE,The proposed C3 component is created through new extension/additional floorspace rather than conversion of retained existing commercial floorspace.,delta_420,Description-led validation + application identity/source metadata.,
Ealing-234109FUL,EXCLUDE,The flats are supplied by extension/new floorspace; the description does not identify retained existing commercial floorspace being changed to C3.,delta_420,Description-led validation + application identity/source metadata.,
Ealing-240012FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Ealing-240494FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Enfield-21_04742_FUL,EXCLUDE,"Commercial and C3 uses may both appear in the scheme, but the description does not contain a qualifying retained existing commercial→C3 conversion; the residential component is new/reprovided/reconfigured rather than converted commercial floorspace.",delta_420,Description-led validation + application identity/source metadata.,
Enfield-22_01267_FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Enfield-22_03939_OA,EXCLUDE,"Commercial and C3 uses may both appear in the scheme, but the description does not contain a qualifying retained existing commercial→C3 conversion; the residential component is new/reprovided/reconfigured rather than converted commercial floorspace.",delta_420,Description-led validation + application identity/source metadata.,
Enfield-23_04027_FUL,EXCLUDE,The C3 component is created through extension/additional/new floorspace or residential reconfiguration; the description does not establish existing commercial floorspace being converted to C3.,delta_420,Description-led validation + application identity/source metadata.,
Greenwich-21_3231_F,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,https://planning.royalgreenwich.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_GRNW_DCAPR_108754&activeTab=summary
Greenwich-21_4329_F,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,https://planning.royalgreenwich.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_GRNW_DCAPR_109855&activeTab=summary
Greenwich-22_0642_F,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,https://planning.royalgreenwich.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_GRNW_DCAPR_110758&activeTab=summary
Greenwich-22_1017_F,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,https://planning.royalgreenwich.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_GRNW_DCAPR_111136&activeTab=summary
Greenwich-23_1507_F,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,https://planning.royalgreenwich.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_GRNW_DCAPR_115964&activeTab=summary
Greenwich-23_1603_F,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,https://planning.royalgreenwich.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=_GRNW_DCAPR_116060&activeTab=summary
Hackney-2021_3175,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,/planning/index.html?fa=getApplication&id=71775
Hackney-2023_0331,EXCLUDE,"Neighbour/other-authority consultation, notification or formal-observations record; not the determining authority's substantive application.",delta_420,Application identity/number/description + source metadata.,/planning/index.html?fa=getApplication&id=75518
Hackney-2023_1729,EXCLUDE,"Neighbour/other-authority consultation, notification or formal-observations record; not the determining authority's substantive application.",delta_420,Application identity/number/description + source metadata.,
Hammersmith_&_Fulham-2021_03881_FUL,EXCLUDE,Existing commercial floorspace is demolished/replaced to create the residential element rather than converted in the retained building.,delta_420,Description-led validation + application identity/source metadata.,
Hammersmith_&_Fulham-2021_03898_FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Hammersmith_&_Fulham-2021_04049_FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Hammersmith_&_Fulham-2022_00095_OPDOBS,EXCLUDE,"Application identity/metadata shows a consultation, companion or other non-substantive/follow-up record rather than an independent substantive application.",delta_420,Application identity/number/description + source metadata.,
Hammersmith_&_Fulham-2022_01107_OPDOBS,EXCLUDE,"Application identity/metadata shows a consultation, companion or other non-substantive/follow-up record rather than an independent substantive application.",delta_420,Application identity/number/description + source metadata.,
Hammersmith_&_Fulham-2022_01519_FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Hammersmith_&_Fulham-2022_01523_OBS,EXCLUDE,"Application identity/metadata shows a consultation, companion or other non-substantive/follow-up record rather than an independent substantive application.",delta_420,Application identity/number/description + source metadata.,
Hammersmith_&_Fulham-2022_01859_FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Hammersmith_&_Fulham-2022_02116_FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Hammersmith_&_Fulham-2022_03040_OPDOBS,EXCLUDE,"Application identity/metadata shows a consultation, companion or other non-substantive/follow-up record rather than an independent substantive application.",delta_420,Application identity/number/description + source metadata.,
Hammersmith_&_Fulham-2022_03523_FUL,EXCLUDE,"Commercial and C3 uses may both appear in the scheme, but the description does not contain a qualifying retained existing commercial→C3 conversion; the residential component is new/reprovided/reconfigured rather than converted commercial floorspace.",delta_420,Description-led validation + application identity/source metadata.,
Hammersmith_&_Fulham-2022_03651_FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Hammersmith_&_Fulham-2023_00430_OBS,EXCLUDE,"Application identity/metadata shows a consultation, companion or other non-substantive/follow-up record rather than an independent substantive application.",delta_420,Application identity/number/description + source metadata.,
Hammersmith_&_Fulham-2023_00747_OPDOBS,EXCLUDE,"Application identity/metadata shows a consultation, companion or other non-substantive/follow-up record rather than an independent substantive application.",delta_420,Application identity/number/description + source metadata.,
Hammersmith_&_Fulham-2023_00748_OBS,EXCLUDE,"Application identity/metadata shows a consultation, companion or other non-substantive/follow-up record rather than an independent substantive application.",delta_420,Application identity/number/description + source metadata.,
Hammersmith_&_Fulham-2023_01194_FUL,EXCLUDE,"Commercial and C3 uses may both appear in the scheme, but the description does not contain a qualifying retained existing commercial→C3 conversion; the residential component is new/reprovided/reconfigured rather than converted commercial floorspace.",delta_420,Description-led validation + application identity/source metadata.,
Hammersmith_&_Fulham-2023_03051_FR3,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Hammersmith_&_Fulham-2023_03082_OPDOBS,EXCLUDE,"Application identity/metadata shows a consultation, companion or other non-substantive/follow-up record rather than an independent substantive application.",delta_420,Application identity/number/description + source metadata.,
Hammersmith_&_Fulham-2024_00039_FUL,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Haringey-HGY_2021_3175,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GCavAAG
Haringey-HGY_2022_0022,EXCLUDE,"Neighbour/other-authority consultation, notification or formal-observations record; not the determining authority's substantive application.",delta_420,Application identity/number/description + source metadata.,
Haringey-HGY_2022_1479,EXCLUDE,"Neighbour/other-authority consultation, notification or formal-observations record; not the determining authority's substantive application.",delta_420,Application identity/number/description + source metadata.,
Haringey-HGY_2022_1661,EXCLUDE,"Neighbour/other-authority consultation, notification or formal-observations record; not the determining authority's substantive application.",delta_420,Application identity/number/description + source metadata.,
Haringey-HGY_2022_4310,EXCLUDE,This is a redevelopment/new-building scheme; the description does not establish retained existing commercial floorspace being converted to C3.,delta_420,Description-led validation + application identity/source metadata.,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002GQziAAG
Haringey-HGY_2023_0570,UNRESOLVED,"The scheme contains employment Class E and C3 residential development, but available council description does not map the C3 units to converted retained commercial floorspace rather than redevelopment/new build.",delta_420,Description + application metadata + targeted council/official-record cross-check.,https://londonboroughofharingey.force.com/pr/s/planning-application/a0i8d000002H1FPAA0
Harrow-P_4477_21,EXCLUDE,"Commercial and C3 uses may both appear in the scheme, but the description does not contain a qualifying retained existing commercial→C3 conversion; the residential component is new/reprovided/reconfigured rather than converted commercial floorspace.",delta_420,Description-led validation + application identity/source metadata.,http://site.com?appref=P/4477/21-or-1164321
Havering-P2072.22,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,http://development.havering.gov.uk/OcellaWeb/planningDetails?reference=P2072.22
Havering-P2190.21,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,http://development.havering.gov.uk/OcellaWeb/planningDetails?reference=P2190.21
Hillingdon-2370_APP_2023_1727,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=2370/APP/2023/1727
Hillingdon-24843_APP_2022_2403,EXCLUDE,"Commercial and C3 uses may both appear in the scheme, but the description does not contain a qualifying retained existing commercial→C3 conversion; the residential component is new/reprovided/reconfigured rather than converted commercial floorspace.",delta_420,Description-led validation + application identity/source metadata.,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=24843/APP/2022/2403
Hillingdon-4058_APP_2022_1788,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=4058/APP/2022/1788
Hillingdon-75251_APP_2021_4446,EXCLUDE,"The existing Class E nursery is refurbished/reprovided, while the C3 units are in a new residential building; no existing commercial→C3 conversion.",delta_420,Description-led validation + application identity/source metadata.,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=75251/APP/2021/4446
Hillingdon-77214_APP_2022_3382,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,http://planning.hillingdon.gov.uk/OcellaWeb/planningDetails?reference=77214/APP/2022/3382
Hounslow-C_2021_3254,EXCLUDE,"Application identity/metadata shows a consultation, companion or other non-substantive/follow-up record rather than an independent substantive application.",delta_420,Application identity/number/description + source metadata.,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=C/2021/3254
Hounslow-C_2022_2060,EXCLUDE,"Application identity/metadata shows a consultation, companion or other non-substantive/follow-up record rather than an independent substantive application.",delta_420,Application identity/number/description + source metadata.,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=C/2022/2060
Hounslow-C_2022_3751,EXCLUDE,"Application identity/metadata shows a consultation, companion or other non-substantive/follow-up record rather than an independent substantive application.",delta_420,Application identity/number/description + source metadata.,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=C/2022/3751
Hounslow-P_2022_1090,EXCLUDE,"Commercial and C3 uses may both appear in the scheme, but the description does not contain a qualifying retained existing commercial→C3 conversion; the residential component is new/reprovided/reconfigured rather than converted commercial floorspace.",delta_420,Description-led validation + application identity/source metadata.,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2022/1090
Hounslow-P_2022_1899,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,
Hounslow-P_2023_2376,EXCLUDE,"The C3 component is delivered through demolition/redevelopment/new construction, and the description does not establish a retained existing commercial→C3 conversion component.",delta_420,Description-led validation + application identity/source metadata.,https://planningandbuilding.hounslow.gov.uk/NECSWS/ES/Presentation/Planning/OnlinePlanning/OnlinePlanningOverview?applicationNumber=P/2023/2376
